frame= 7182 fps=119 q=32.0 size=   12439kB time=00:04:59.71 bitrate= 340.0kbits/s dup=1 drop=0 speed=4.99x    
frame= 7257 fps=120 q=32.0 size=   12505kB time=00:05:02.82 bitrate= 338.3kbits/s dup=1 drop=0 speed=   5x    
frame= 7331 fps=120 q=32.0 size=   12614kB time=00:05:05.94 bitrate= 337.8kbits/s dup=1 drop=0 speed=5.01x    
frame= 7400 fps=120 q=32.0 size=   12669kB time=00:05:08.80 bitrate= 336.1kbits/s dup=1 drop=0 speed=5.01x    
frame= 7465 fps=120 q=32.0 size=   12744kB time=00:05:11.53 bitrate= 335.1kbits/s dup=1 drop=0 speed=5.02x    
frame= 7540 fps=120 q=32.0 size=   12871kB time=00:05:14.64 bitrate= 335.1kbits/s dup=1 drop=0 speed=5.02x    
frame= 7603 fps=120 q=32.0 size=   12987kB time=00:05:17.24 bitrate= 335.3kbits/s dup=1 drop=0 speed=5.03x    
frame= 7667 fps=120 q=32.0 size=   13077kB time=00:05:19.93 bitrate= 334.8kbits/s dup=1 drop=0 speed=5.03x    
frame= 7729 fps=121 q=32.0 size=   13183kB time=00:05:22.49 bitrate= 334.9kbits/s dup=1 drop=0 speed=5.03x    
frame= 7777 fps=120 q=32.0 size=   13281kB time=00:05:24.54 bitrate= 335.2kbits/s dup=1 drop=0 speed=5.02x    
frame= 7838 fps=120 q=32.0 size=   13403kB time=00:05:27.06 bitrate= 335.7kbits/s dup=1 drop=0 speed=5.02x    
frame= 7890 fps=120 q=32.0 size=   13543kB time=00:05:29.23 bitrate= 337.0kbits/s dup=1 drop=0 speed=5.01x    
frame= 7939 fps=120 q=32.0 size=   13695kB time=00:05:31.28 bitrate= 338.7kbits/s dup=1 drop=0 speed=5.01x    
frame= 7993 fps=120 q=32.0 size=   13800kB time=00:05:33.54 bitrate= 338.9kbits/s dup=1 drop=0 speed=   5x    
frame= 8067 fps=120 q=32.0 size=   13947kB time=00:05:36.61 bitrate= 339.4kbits/s dup=1 drop=0 speed=5.01x    
frame= 8137 fps=120 q=32.0 size=   14044kB time=00:05:39.56 bitrate= 338.8kbits/s dup=1 drop=0 speed=5.02x    
frame= 8206 fps=120 q=32.0 size=   14129kB time=00:05:42.42 bitrate= 338.0kbits/s dup=1 drop=0 speed=5.02x    
frame= 8271 fps=120 q=32.0 size=   14276kB time=00:05:45.11 bitrate= 338.9kbits/s dup=1 drop=0 speed=5.02x    
frame= 8324 fps=120 q=32.0 size=   14419kB time=00:05:47.32 bitrate= 340.1kbits/s dup=1 drop=0 speed=5.02x    
frame= 8401 fps=120 q=32.0 size=   14548kB time=00:05:50.52 bitrate= 340.0kbits/s dup=1 drop=0 speed=5.02x    
frame= 8475 fps=121 q=32.0 size=   14633kB time=00:05:53.64 bitrate= 339.0kbits/s dup=1 drop=0 speed=5.03x    
frame= 8550 fps=121 q=32.0 size=   14694kB time=00:05:56.75 bitrate= 337.4kbits/s dup=1 drop=0 speed=5.04x    
frame= 8596 fps=121 q=32.0 size=   14787kB time=00:05:58.67 bitrate= 337.7kbits/s dup=1 drop=0 speed=5.03x    
frame= 8674 fps=121 q=32.0 size=   14938kB time=00:06:01.96 bitrate= 338.1kbits/s dup=1 drop=0 speed=5.04x    
frame= 8734 fps=121 q=32.0 size=   15068kB time=00:06:04.43 bitrate= 338.7kbits/s dup=1 drop=0 speed=5.04x    
frame= 8786 fps=121 q=32.0 size=   15256kB time=00:06:06.61 bitrate= 340.9kbits/s dup=1 drop=0 speed=5.03x    
frame= 8832 fps=120 q=32.0 size=   15376kB time=00:06:08.53 bitrate= 341.8kbits/s dup=1 drop=0 speed=5.02x    
frame= 8896 fps=120 q=32.0 size=   15498kB time=00:06:11.22 bitrate= 342.0kbits/s dup=1 drop=0 speed=5.02x    
frame= 8963 fps=120 q=32.0 size=   15649kB time=00:06:13.99 bitrate= 342.8kbits/s dup=1 drop=0 speed=5.03x    
frame= 9028 fps=121 q=32.0 size=   15740kB time=00:06:16.68 bitrate= 342.3kbits/s dup=1 drop=0 speed=5.03x    
frame= 9112 fps=121 q=32.0 size=   15859kB time=00:06:20.22 bitrate= 341.7kbits/s dup=1 drop=0 speed=5.04x    
frame= 9171 fps=121 q=32.0 size=   16020kB time=00:06:22.61 bitrate= 343.0kbits/s dup=1 drop=0 speed=5.04x    
frame= 9220 fps=121 q=32.0 size=   16179kB time=00:06:24.70 bitrate= 344.5kbits/s dup=1 drop=0 speed=5.03x    
frame= 9259 fps=120 q=32.0 size=   16296kB time=00:06:26.36 bitrate= 345.5kbits/s dup=1 drop=0 speed=5.02x    
frame= 9302 fps=120 q=32.0 size=   16488kB time=00:06:28.11 bitrate= 348.0kbits/s dup=1 drop=0 speed=5.01x    
frame= 9383 fps=120 q=32.0 size=   16607kB time=00:06:31.48 bitrate= 347.5kbits/s dup=1 drop=0 speed=5.02x    
frame= 9451 fps=120 q=32.0 size=   16707kB time=00:06:34.34 bitrate= 347.1kbits/s dup=1 drop=0 speed=5.03x    
frame= 9514 fps=120 q=32.0 size=   16802kB time=00:06:36.99 bitrate= 346.7kbits/s dup=1 drop=0 speed=5.03x    
frame= 9573 fps=120 q=32.0 size=   16943kB time=00:06:39.42 bitrate= 347.5kbits/s dup=1 drop=0 speed=5.03x    
frame= 9639 fps=121 q=32.0 size=   17031kB time=00:06:42.15 bitrate= 346.9kbits/s dup=1 drop=0 speed=5.03x    
frame= 9707 fps=121 q=32.0 size=   17171kB time=00:06:45.01 bitrate= 347.3kbits/s dup=1 drop=0 speed=5.03x    
frame= 9763 fps=121 q=32.0 size=   17280kB time=00:06:47.36 bitrate= 347.5kbits/s dup=1 drop=0 speed=5.03x    
frame= 9817 fps=120 q=32.0 size=   17406kB time=00:06:49.62 bitrate= 348.1kbits/s dup=1 drop=0 speed=5.03x    
frame= 9846 fps=120 q=32.0 size=   17524kB time=00:06:50.81 bitrate= 349.4kbits/s dup=1 drop=0 speed=5.01x    
frame= 9888 fps=120 q=32.0 size=   17631kB time=00:06:52.56 bitrate= 350.1kbits/s dup=1 drop=0 speed=   5x    
frame= 9944 fps=120 q=32.0 size=   17763kB time=00:06:54.95 bitrate= 350.7kbits/s dup=1 drop=0 speed=   5x    
frame= 9987 fps=120 q=32.0 size=   17928kB time=00:06:56.70 bitrate= 352.4kbits/s dup=1 drop=0 speed=4.99x    
frame=10035 fps=119 q=32.0 size=   18037kB time=00:06:58.71 bitrate= 352.9kbits/s dup=1 drop=0 speed=4.98x    
frame=10111 fps=120 q=32.0 size=   18175kB time=00:07:01.86 bitrate= 352.9kbits/s dup=1 drop=0 speed=4.99x    
frame=10186 fps=120 q=32.0 size=   18308kB time=00:07:04.98 bitrate= 352.9kbits/s dup=1 drop=0 speed=   5x    
frame=10253 fps=120 q=32.0 size=   18431kB time=00:07:07.79 bitrate= 352.9kbits/s dup=1 drop=0 speed=   5x    
frame=10319 fps=120 q=32.0 size=   18540kB time=00:07:10.52 bitrate= 352.8kbits/s dup=1 drop=0 speed=   5x    
frame=10378 fps=120 q=32.0 size=   18645kB time=00:07:13.00 bitrate= 352.7kbits/s dup=1 drop=0 speed=   5x    
frame=10430 fps=120 q=32.0 size=   18855kB time=00:07:15.17 bitrate= 354.9kbits/s dup=1 drop=0 speed=4.99x    
frame=10484 fps=120 q=32.0 size=   18991kB time=00:07:17.44 bitrate= 355.6kbits/s dup=1 drop=0 speed=4.99x    
frame=10556 fps=120 q=32.0 size=   19121kB time=00:07:20.42 bitrate= 355.6kbits/s dup=1 drop=0 speed=   5x    
frame=10613 fps=120 q=32.0 size=   19216kB time=00:07:22.81 bitrate= 355.5kbits/s dup=1 drop=0 speed=4.99x    
frame=10650 fps=119 q=32.0 size=   19325kB time=00:07:24.35 bitrate= 356.3kbits/s dup=1 drop=0 speed=4.98x    
frame=10690 fps=119 q=32.0 size=   19445kB time=00:07:26.01 bitrate= 357.1kbits/s dup=1 drop=0 speed=4.97x    
frame=10735 fps=119 q=32.0 size=   19546kB time=00:07:27.89 bitrate= 357.5kbits/s dup=1 drop=0 speed=4.97x    
frame=10786 fps=119 q=32.0 size=   19660kB time=00:07:30.02 bitrate= 357.9kbits/s dup=1 drop=0 speed=4.96x    
